,id,pt_root_id,pt_position,timestamp,layer,cell_polarity,subclass,pre_syn_count,post_syn_count,unique_pre_syn_target_count,unique_post_syn_target_count,DOM_labels
131,372364,864691135800060258,[214000 214080  23855],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,489.0,3654.0,437.0,3125.0,1
136,620171,864691136379107029,[351040 200768  24386],2022-06-09 14:30:32.002707,L6,inhibitory,MC,1575.0,3849.0,996.0,3355.0,1
139,306687,864691135953749768,[192704 238048  19917],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,28.0,2454.0,17.0,2227.0,1
141,623699,864691135876001619,[351040 240432  20788],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,30.0,1448.0,19.0,1358.0,1
145,309643,864691135134644505,[188832 246112  25002],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,47.0,2461.0,25.0,2217.0,1
153,309187,864691135065297220,[195744 241616  22156],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,27.0,2359.0,20.0,2146.0,1
163,564534,864691134988834426,[314384 211888  22248],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,175.0,3076.0,144.0,2887.0,1
164,202492,864691137053636982,[136960 229808  16699],2022-06-09 14:30:32.002707,L6,excitatory,5P-PT,409.0,64.0,350.0,52.0,1
170,564210,864691134940229219,[319984 215104  19840],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,52.0,1311.0,34.0,1202.0,1
175,343186,864691136329126634,[199952 245792  16834],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,356.0,1876.0,299.0,1733.0,1
177,168847,864691136020294392,[116960 227856  17974],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,210.0,2671.0,186.0,2374.0,1
179,468508,864691135739992468,[274896 234560  22106],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,255.0,2526.0,223.0,2016.0,1
186,435478,864691136008407724,[247056 241328  17253],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,31.0,1413.0,23.0,1287.0,1
188,342469,864691135937173508,[202240 237424  24902],2022-06-09 14:30:32.002707,L6,inhibitory,BC,3137.0,10626.0,1805.0,8424.0,1
190,169078,864691135988298496,[122768 241424  18119],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,26.0,1695.0,21.0,1485.0,1
191,532147,864691135213065528,[306800 219552  18494],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,61.0,3004.0,55.0,2702.0,1
192,594321,864691135012430070,[335616 239600  19194],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,113.0,2131.0,88.0,1960.0,1
195,621421,864691135012432630,[359536 209904  18019],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,24.0,1735.0,18.0,1609.0,1
197,169692,864691137019556974,[126224 236016  21134],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,25.0,1340.0,21.0,1246.0,1
199,341967,864691135502105949,[207344 226480  20964],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,349.0,2095.0,311.0,1920.0,1
200,405504,864691136194189800,[236048 235600  19137],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,167.0,2121.0,144.0,1945.0,1
202,340186,864691136286545859,[210032 223504  23462],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,61.0,3047.0,38.0,2684.0,1
221,625853,864691135113514393,[345024 246576  21961],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,148.0,1237.0,130.0,1141.0,1
225,231887,864691136788053614,[156384 207856  16931],2022-06-09 14:30:32.002707,L6,excitatory,5P-IT,131.0,2668.0,108.0,2330.0,1
229,172390,864691136194179304,[121904 241984  22963],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,328.0,2368.0,280.0,2064.0,1
230,126030,864691135876018003,[ 99744 223824  16245],2022-06-09 14:30:32.002707,L6,excitatory,5P-IT,5.0,462.0,1.0,384.0,1
231,674049,864691135474715456,[363216 228880  16084],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,19.0,495.0,7.0,430.0,1
233,722297,864691135883874672,[384480 237456  24769],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,263.0,1226.0,229.0,1100.0,1
234,172290,864691135012463350,[124960 250656  22483],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,345.0,1350.0,296.0,1230.0,1
235,166445,864691135686886624,[115312 217808  16839],2022-06-09 14:30:32.002707,L6,excitatory,5P-IT,20.0,1907.0,18.0,1709.0,1
236,269157,864691136134403467,[165360 215632  20113],2022-06-09 14:30:32.002707,L6,excitatory,5P-PT,1118.0,5572.0,878.0,4748.0,1
237,674482,864691135181733634,[363040 236112  18144],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,82.0,1276.0,65.0,1162.0,1
238,435665,864691134964430879,[251744 228528  18528],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,19.0,1862.0,9.0,1705.0,1
240,343952,864691135274146533,[197280 252688  20965],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,105.0,1340.0,92.0,1239.0,1
241,172421,864691135474741312,[126240 257376  22982],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,30.0,1361.0,23.0,1210.0,1
244,341824,864691135740257387,[206512 241680  20011],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,35.0,2061.0,28.0,1922.0,1
247,679012,864691135334862313,[363024 246720  24616],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,352.0,2468.0,278.0,2162.0,1
249,374504,864691135654038722,[228288 234528  24478],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,17.0,2269.0,8.0,2021.0,1
254,372419,864691135428939056,[227168 221728  23815],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,70.0,2618.0,61.0,2314.0,1
256,234459,864691135740654187,[155872 215136  20540],2022-06-09 14:30:32.002707,L6,excitatory,5P-NP,570.0,1640.0,443.0,1481.0,1
257,306953,864691135718684209,[180576 234992  22181],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,275.0,2587.0,197.0,2194.0,1
258,404207,864691136143638068,[234752 216928  24918],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,160.0,3469.0,136.0,2940.0,1
260,467766,864691136194219496,[271328 241856  18277],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,3350.0,6189.0,2765.0,5436.0,1
266,406572,864691135584084978,[239952 225792  26523],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,14.0,1820.0,8.0,1638.0,1
267,434069,864691135654026434,[260480 219632  19309],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,36.0,2078.0,21.0,1851.0,1
269,202525,864691135538138738,[144704 227888  16866],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,11.0,1588.0,8.0,1461.0,1
272,534411,864691135274629349,[299504 233936  21771],2022-06-09 14:30:32.002707,L6,inhibitory,BC,2911.0,10711.0,1981.0,8911.0,1
273,238764,864691135515946195,[154496 245968  22180],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,179.0,1956.0,154.0,1751.0,1
274,464921,864691136309886810,[278112 206064  26469],2022-06-09 14:30:32.002707,L6,excitatory,5P-NP,13.0,351.0,7.0,308.0,1
275,342521,864691135588230340,[198368 241776  25538],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,506.0,3414.0,401.0,3030.0,1
276,435666,864691135272414481,[251712 229184  18752],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,35.0,2734.0,24.0,2417.0,1
278,372645,864691136865793902,[226992 222720  26148],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,42.0,1735.0,25.0,1527.0,1
279,434381,864691135991774145,[248464 222016  22584],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,94.0,2102.0,88.0,1897.0,1
281,372849,864691135888467081,[220448 228400  15458],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,156.0,1529.0,122.0,1292.0,1
285,373148,864691136881780334,[221504 229872  17085],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,69.0,2058.0,62.0,1870.0,1
287,208162,864691136236992015,[136352 262592  24555],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,174.0,2020.0,142.0,1792.0,1
289,169753,864691135393965813,[121616 232624  22251],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,193.0,1844.0,159.0,1598.0,1
291,530804,864691136005069514,[300496 198656  20748],2022-06-09 14:30:32.002707,L6,inhibitory,BC,2887.0,6103.0,1675.0,5552.0,1
292,496419,864691135334520553,[291600 200752  17083],2022-06-09 14:30:32.002707,L6,excitatory,5P-IT,40.0,2723.0,30.0,2506.0,1
293,126587,864691135385265749,[ 98784 214128  19054],2022-06-09 14:30:32.002707,L6,excitatory,5P-NP,5.0,150.0,3.0,141.0,1
294,464556,864691135815907919,[277616 207968  25412],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,100.0,3277.0,76.0,2672.0,1
295,202496,864691136118426136,[138368 231824  16747],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,12.0,1662.0,5.0,1502.0,1
298,562282,864691136134435467,[315792 202704  18168],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,37.0,2510.0,23.0,2268.0,1
299,342428,864691136835652974,[212544 241184  23446],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,273.0,3861.0,238.0,3382.0,1
302,727277,864691135771663947,[382320 244976  25515],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,218.0,996.0,179.0,858.0,1
305,373376,864691135122344231,[227248 226560  17492],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,289.0,3703.0,233.0,3073.0,1
306,304955,864691136089142583,[181792 218640  21272],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,36.0,2596.0,27.0,2297.0,1
308,205843,864691135373843912,[132480 255712  26222],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,78.0,667.0,63.0,584.0,1
309,437630,864691135104027469,[255376 246448  17956],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,47.0,1511.0,35.0,1370.0,1
311,129807,864691136099828597,[106480 235104  21015],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,17.0,1160.0,17.0,1066.0,1
312,564280,864691135850848199,[312848 212768  20481],2022-06-09 14:30:32.002707,L6,excitatory,5P-NP,30.0,1209.0,28.0,1119.0,1
313,503165,864691135761540918,[294592 243536  22695],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,30.0,1014.0,27.0,926.0,1
314,200983,864691135807561757,[132560 221584  19179],2022-06-09 14:30:32.002707,L6,excitatory,5P-IT,2267.0,5580.0,1678.0,4733.0,1
316,593152,864691136577816852,[333696 213712  23458],2022-06-09 14:30:32.002707,L6,inhibitory,BC,981.0,6054.0,788.0,5370.0,1
317,168505,864691136194093014,[116400 230800  16236],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,10.0,1156.0,8.0,1061.0,1
318,675800,864691135585155964,[370720 230560  22704],2022-06-09 14:30:32.002707,L6,inhibitory,BC,433.0,5575.0,372.0,4930.0,1
319,344824,864691135953759240,[209856 251264  25882],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,45.0,2573.0,28.0,2296.0,1
320,565848,864691135207738489,[313808 236880  19923],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,173.0,1660.0,147.0,1439.0,1
321,590117,864691135688902548,[341952 204768  16419],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,48.0,1887.0,39.0,1676.0,1
322,465352,864691135593560107,[272576 215488  15638],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,23.0,2000.0,15.0,1799.0,1
324,467418,864691135323336604,[276928 229824  16202],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,91.0,1805.0,72.0,1651.0,1
325,273355,864691135490422119,[170816 251056  18916],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,99.0,2681.0,73.0,2417.0,1
326,307009,864691135013217942,[188864 236160  22245],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,60.0,1806.0,42.0,1640.0,1
327,273750,864691136100127349,[165744 242816  22244],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,94.0,2009.0,79.0,1838.0,1
328,408193,864691136436377502,[243488 242416  23240],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,349.0,1896.0,289.0,1698.0,1
329,623803,864691135081741303,[346944 233296  21805],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,95.0,1302.0,87.0,1228.0,1
330,593193,864691135345535647,[342640 222000  23921],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,192.0,2512.0,157.0,2203.0,1
332,368944,864691135113155481,[216256 206848  16011],2022-06-09 14:30:32.002707,L6,excitatory,5P-IT,12.0,1205.0,5.0,1090.0,1
333,437984,864691135782406195,[248144 250272  19550],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,138.0,1628.0,112.0,1495.0,1
334,676305,864691135385712469,[366080 232016  26485],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,183.0,2417.0,153.0,2122.0,1
335,372879,864691135873608078,[226048 230832  15638],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,40.0,1274.0,32.0,1161.0,1
337,500512,864691136436725918,[293056 235520  17523],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,39.0,2503.0,26.0,2255.0,1
338,620981,864691135699281186,[345584 220112  16012],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,36.0,1400.0,26.0,1295.0,1
339,405628,864691136011356579,[238160 230128  19580],2022-06-09 14:30:32.002707,L6,inhibitory,6P-IT,869.0,1521.0,457.0,1194.0,1
340,532191,864691135888523145,[297168 221056  18877],2022-06-09 14:30:32.002707,L6,inhibitory,6P-IT,1298.0,5532.0,1038.0,4815.0,1
341,203004,864691136008953006,[132272 238800  19829],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,99.0,1512.0,82.0,1384.0,1
343,90150,864691135358799960,[ 83728 259616  21211],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,9.0,44.0,8.0,28.0,1
344,466673,864691135658227074,[268112 221344  24886],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,40.0,2503.0,29.0,2141.0,1
345,236216,864691135526388059,[155840 238432  19182],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,414.0,1558.0,334.0,1439.0,1
346,237116,864691135937388804,[154992 239984  25713],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,174.0,1873.0,144.0,1682.0,1
347,532117,864691136966109390,[304464 212624  18522],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,23.0,2357.0,10.0,2128.0,1
349,533288,864691136565451938,[306864 217792  25700],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,79.0,2040.0,69.0,1821.0,1
351,166548,864691135510492624,[127776 211600  16882],2022-06-09 14:30:32.002707,L6,excitatory,5P-IT,123.0,1693.0,112.0,1522.0,1
352,566651,864691135447014228,[320720 234352  24933],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,620.0,3039.0,416.0,2546.0,1
365,531635,864691135609830407,[295360 222864  15530],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,51.0,1054.0,41.0,926.0,1
367,343235,864691136333757619,[201616 253168  17215],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,165.0,1175.0,140.0,1043.0,1
369,434009,864691137197307969,[254112 218880  19090],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,184.0,2898.0,161.0,2580.0,1
373,563913,864691136023781689,[326608 213088  17824],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,140.0,3400.0,114.0,2985.0,1
382,308668,864691136371037576,[186832 242928  19585],2022-06-09 14:30:32.002707,L6,inhibitory,BC,2528.0,9580.0,1484.0,8245.0,1
385,304040,864691135875962707,[188048 220896  15787],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,26.0,2120.0,12.0,1840.0,1
387,678394,864691136388530551,[362208 242720  21465],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,66.0,1347.0,42.0,1172.0,1
388,274312,864691135687224800,[168880 255520  26060],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,199.0,1974.0,156.0,1739.0,1
390,431546,864691135291735478,[249472 199024  16190],2022-06-09 14:30:32.002707,L6,excitatory,5P-IT,21.0,2208.0,12.0,2020.0,1
391,403369,864691135576943365,[242240 223904  19483],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,128.0,2386.0,113.0,2157.0,1
393,133516,864691136175040774,[106784 253712  21883],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,17.0,610.0,11.0,537.0,1
395,126065,864691135909783465,[106016 222240  16376],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,159.0,1231.0,132.0,1076.0,1
396,466276,864691135692715455,[278400 213120  20956],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,24.0,2814.0,12.0,2551.0,1
397,727320,864691135515414739,[390208 242768  25045],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,181.0,888.0,134.0,766.0,1
398,169051,864691135058540187,[118768 236720  18047],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,289.0,1837.0,238.0,1701.0,1
399,594565,864691136534238370,[328368 227552  21839],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,103.0,1400.0,85.0,1255.0,1
404,531949,864691136536283298,[302064 215616  17744],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,77.0,2002.0,67.0,1842.0,1
405,561758,864691135988365568,[316256 205904  16301],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,29.0,2019.0,24.0,1880.0,1
406,269919,864691135715602970,[177568 225056  25623],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,254.0,2229.0,207.0,1875.0,1
410,594119,864691136227266897,[340192 239552  17889],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,46.0,1902.0,26.0,1737.0,1
411,231353,864691134964461599,[149040 205904  15190],2022-06-09 14:30:32.002707,L6,excitatory,5P-IT,26.0,1161.0,22.0,1041.0,1
413,436796,864691136008487852,[246864 225536  26764],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,52.0,1387.0,46.0,1242.0,1
414,498956,864691136286854851,[285264 211712  20065],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,399.0,2482.0,355.0,2203.0,1
416,622305,864691135571625509,[356112 215344  24155],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,62.0,5264.0,38.0,4691.0,1
417,670629,864691135012419574,[360592 209728  16271],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,53.0,1088.0,41.0,902.0,1
418,306909,864691135736976004,[188608 241040  21717],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,106.0,2077.0,91.0,1634.0,1
419,201656,864691135937219076,[132160 222832  24215],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,211.0,2429.0,178.0,2100.0,1
424,166398,864691135557532356,[125152 221264  16402],2022-06-09 14:30:32.002707,L6,inhibitory,BC,294.0,3731.0,253.0,3319.0,1
425,239093,864691135407598025,[151456 242208  24263],2022-06-09 14:30:32.002707,L6,inhibitory,BC,934.0,6899.0,679.0,5395.0,1
426,676323,864691135939652774,[370512 226064  26521],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,30.0,1700.0,20.0,1544.0,1
428,167110,864691135516192467,[120272 221456  21042],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,7.0,1201.0,5.0,1091.0,1
429,435852,864691136039355646,[246736 227440  20192],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,518.0,2184.0,441.0,1981.0,1
432,591165,864691136371203976,[335232 208016  24194],2022-06-09 14:30:32.002707,L6,inhibitory,BC,2986.0,12569.0,1501.0,11001.0,1
433,132076,864691135909783977,[102064 247504  15945],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,10.0,654.0,4.0,566.0,1
436,205202,864691136740783708,[145168 249200  20681],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,51.0,2054.0,38.0,1812.0,1
437,238412,864691135416323570,[154816 251360  19856],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,122.0,2484.0,98.0,2261.0,1
438,592892,864691135104020301,[341008 215776  21506],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,88.0,2086.0,64.0,1843.0,1
439,530327,864691136553029026,[309264 206912  16599],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,14.0,1952.0,11.0,1828.0,1
441,239947,864691135502179933,[152672 258288  17231],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,188.0,1330.0,151.0,1169.0,1
442,376765,864691135753735629,[225200 243168  25586],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,31.0,2482.0,18.0,2242.0,1
445,621441,864691135780832848,[344288 225344  19090],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,69.0,2846.0,45.0,2261.0,1
447,673150,864691136973688092,[370752 214224  24883],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,249.0,1702.0,205.0,1550.0,1
448,668155,864691136618452621,[367248 200944  18868],2022-06-09 14:30:32.002707,L6,inhibitory,MC,19.0,810.0,12.0,730.0,1
450,531483,864691135502274141,[310128 200576  26102],2022-06-09 14:30:32.002707,L6,excitatory,5P-PT,173.0,5887.0,137.0,5035.0,1
451,309418,864691136740739164,[194288 250688  24029],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,53.0,2615.0,42.0,2224.0,1
454,303867,864691135986898179,[182928 213776  15246],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,19.0,949.0,12.0,868.0,1
456,532555,864691135909755049,[304000 217168  20597],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,22.0,1437.0,16.0,1145.0,1
457,467832,864691135113194393,[264544 237024  19312],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,408.0,2015.0,353.0,1860.0,1
458,625812,864691136333751219,[354752 245680  21626],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,136.0,922.0,112.0,848.0,1
466,438320,864691136051273971,[250608 245488  22312],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,144.0,2073.0,121.0,1903.0,1
474,436772,864691136436370590,[258896 231328  26384],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,208.0,1308.0,182.0,1134.0,1
478,404264,864691135212616320,[242576 219680  24241],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,168.0,2115.0,133.0,1878.0,1
482,468050,864691135780845648,[262768 234240  20783],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,153.0,2020.0,136.0,1879.0,1
483,236751,864691135568872070,[152464 237312  22960],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,76.0,2115.0,62.0,1857.0,1
484,82266,864691136293538701,[ 95600 225456  21240],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,10.0,600.0,10.0,481.0,1
486,305891,864691135404104430,[192640 237056  15224],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,55.0,337.0,42.0,316.0,1
492,404530,864691135739568276,[232944 236416  15292],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,22.0,1044.0,11.0,928.0,1
493,236757,864691135737202052,[154560 237632  22989],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,112.0,3356.0,92.0,2902.0,1
495,406052,864691135654451394,[230800 236288  22795],2022-06-09 14:30:32.002707,L6,excitatory,6P-CT,99.0,2074.0,87.0,1807.0,1
498,241545,864691135595699140,[149712 265360  25852],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,286.0,727.0,241.0,602.0,1
500,202197,864691136006675085,[144672 238832  15634],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,13.0,1109.0,7.0,990.0,1
502,566725,864691135490598887,[313120 239856  26106],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,40.0,1251.0,28.0,1106.0,1
503,235203,864691135345444767,[155888 219760  25956],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,752.0,2034.0,598.0,1796.0,1
505,405907,864691135354893007,[238416 228464  21169],2022-06-09 14:30:32.002707,L6,excitatory,6P-IT,1043.0,1890.0,872.0,1729.0,1
